"act_type","base_price","causes_deadline_changes","causes_price_changes","centralized_procedure","contract_close_date","contract_date","Exectution","execution_dummy","contractual_modifications","contractual_price","effective_total_price","Variation_price","environmental_criteria","environmental","execution_period","procedure_type","cpvs","competing_entities","contract_year","contract_month","contract_day","covid_pandemic","nipcs","Location","loc","cpvPrincipal_2chars","cpv_descricao","CPV_agrupado","bidders","ln_effective_total_price","ln_base_price","contract_year_centered","contract_year_sq","efficiency","custo_aumentou","risk_prob","price_sim_rf"
"Standard Procedure Notice",28648.18,"31-12-2023","Diminuição de consumo","-",2023-12-31,2022-12-27,369,0,"-",690,662.4,-0.04,"-",0,366,"Concurso público","33600000-6, Produtos farmacêuticos","Overpharma, Produtos Médicos e Farmacêuticos, Lda. (505792362),Microgene (513656677),Proclinica-Equipamentos e Produtos Clínicos, Lda (500222665),GLAXOSMITHKLINE CONSUMER (500276994),PMH,SA (502376899),VYGON (PORTUGAL), LDA (503232785),Mylan, Lda (502248793),ESTERIPLAS, LDA. (502020776),ADSTERPT, UNIPESSOAL LDA (515083704),LINEAMEDICA,S.A. (505148676),B. Braun Medical, Unipessoal Lda. (501506543)",2022,12,27,1,"509186998","PT170","PT17","33","Equipamento médico, medicamentos e produtos para cuidados pessoais","Group 02: Medical Equipment",21,6.49586960307105,10.2628801004418,0.60362350861692,0.364361340155001,0.0206059188341995,0,0,662.4
"Standard Procedure Notice",151250,"-","-","-",2021-11-30,2021-08-02,120,0,"-",690,690,0,"-",0,90,"Concurso público","33696500-0, Reagentes de laboratório","ENZYMATIC, S.A. (510662625),PVL- Produtos para Laboratórios (501411852),FRILABO, LDA (507958861),Laborspirit Lda (507485149),VWR - INTERNACIONAL, MATERIAL LABORATORIO, LDA (503842770),Qlabo - Equipamentos de Laboratório & Serviços, Lda (503829994),Biomerieux Portugal (501524177),SelectIngredient, Lda (510271863),Type Solution, S.A. (508400317),Alfagene, Novas Tecnologias Ciências da Vida, LDA (503387398),ROCHE SISTEMAS DE DIAGNOSTICOS, LDA (504282921),Ambifood, Lda. (505400057),BIO-RAD (501301321),WERFEN PORTUGAL LDA (501086110)",2021,8,2,1,"501427511","PT170","PT17","33","Equipamento médico, medicamentos e produtos para cuidados pessoais","Group 02: Medical Equipment",25,6.5366915975913,11.9266959874415,-0.39637649138308,0.157114322921161,0.00486010155949683,0,0,690
"Standard Procedure Notice",120200,"-","-","-",2023-11-22,2023-08-11,103,1,"-",695,695,0,"-",0,170,"Concurso público","33696500-0, Reagentes de laboratório","BIO-RAD LABORATORIES (501301321),Iberlab & Imunoreage, Soluções para Laboratórios, Lda. (503406694),PVL Produtos para Laboratório, Lda (501411852),TYPE SOLUTION, SA (508400317),Quilaban, S.A (500399670),FISHER SCIENTIFIC, UNIPESSOAL, LDA. (506429210),IBCL, LDA. (507001664),Frilabo II, Lda. (507958861)",2023,8,11,0,"501427511","PT170","PT17","33","Equipamento médico, medicamentos e produtos para cuidados pessoais","Group 02: Medical Equipment",17,6.54391184556479,11.6969206205162,1.60362350861692,2.57160835738884,0.00473628255636959,0,0,695
"Standard Procedure Notice",25698.45,"-","diminuição do consumo","-",2023-12-31,2023-01-20,345,1,"-",699,559.2,-0.2,"-",0,366,"Concurso público","33600000-6, Produtos farmacêuticos","SPECULLUM - ARTIGOS MÉDICOS S.A (502996323),SANOFI- PRODUTOS FARMACÊUTICOS,LDA. (500134960),MEDINFAR (500384045),OR SOLUTIONS, SOCIEDADE UNIPESSOAL, LDA (513498664),ZIMMER BIOMET PORT UNIP,LDA (EX-BIOMET POR UNIP LD (500254990),GENERIS - FARMACEUTICA SA (508107997),B Braun Medical, Lda (501506543),GLAXOSMITHKLINE CONSUMER (500276994),RB Produtos Farmacêuticos, Unipessoal, Lda. (510784429),Proclinica-Equipamentos e Produtos Clínicos, Lda (500222665),Batist Medical Portugal, Unipessoal, Lda. (508592909),PHARMAKERN PORTUGAL - PRODUTOS FARMACÊUTICOS, SOCIEDADE UNIPESSOAL, LDA. (507002571),DAVI II - FARMACÊUTICA, SA (508309450),Overpharma - Produtos Médicos e Farmacêuticos, Lda. (505792362),JJ SURGICAL VISION SPAIN, S. L.-SUCURSAL EM PORTUGAL (980262364),LABORATORIO VITORIA SA (500162220),ALLOGA LOGIFARMA, SA (503934640),Mylan, Lda (502248793)",2023,1,20,1,"509186998","PT170","PT17","33","Equipamento médico, medicamentos e produtos para cuidados pessoais","Group 02: Medical Equipment",35,6.3265071909196,10.1542248698761,1.60362350861692,2.57160835738884,0.0163720166063619,0,0,559.2
"Standard Procedure Notice",10802.1,"-","-","-",2023-12-22,2023-10-12,71,1,"-",700,700,0,"-",0,101,"Concurso público","33696500-0, Reagentes de laboratório","Bio-Rad Laboratories, Lda. (501301321),Laborspirit Lda (507485149),Type Solution (508400317),Werfen Portugal Ldª (501086110),Alfagene, Novas Tecnologias das Ciências da Vida, Lda. (503387398)",2023,10,12,0,"501427511","PT170","PT17","33","Equipamento médico, medicamentos e produtos para cuidados pessoais","Group 02: Medical Equipment",8,6.5510803350434,9.2875884089621,1.60362350861692,2.57160835738884,0.0476878723105187,0,0,700
"Standard Procedure Notice",9670,"-","-","-",2022-11-28,2022-05-03,209,0,"-",700,700,0,"-",0,89,"Concurso público","33696500-0, Reagentes de laboratório","IZASA SCIENTIFIC, Lda. (513252088),SEBIA - FABRICO DE APARELHOS BIOQUÍMICOS, UNIPESSOAL LDA (515487996),ARIUM - Sistemas de Diagnóstico, LDA. (502501880),BIO-RAD LABORATORIES, LDA. (501301321),BECKMAN COULTER PORTUGAL UNIPESSOAL, LDA (509035167),EUROIMMUN PORTUGAL, UNIPESSOAL LDA (504022180),BIOPORTUGAL Químico, Farmaceutica, Lda. (502380543)",2022,5,3,1,"501427511","PT170","PT17","33","Equipamento médico, medicamentos e produtos para cuidados pessoais","Group 02: Medical Equipment",15,6.5510803350434,9.17688699571696,0.60362350861692,0.364361340155001,0.0615561070307984,0,0,700
"Standard Procedure Notice",66959.16,"-","Não foi encomendado a totalidade dos artigos","-",2021-12-28,2021-07-06,175,1,"-",700.37,599.39,-0.144180932935448,"-",0,178,"Concurso público","33696500-0, Reagentes de laboratório","Selectingredient Lda (510271863),Fisher Scientific, Lda. (506429210),Frilabo II, Lda. (507958861),Bio-Rad Laboratories, Lda (501301321),TYPE SOLUTION S.A. (508400317),quilaban (500399670),BioMérieux (501524177),VWR (503842770),PVL - PRODUTOS PARA LABORATÓRIO, LDA (501411852),LaborSpirit, Lda (507485149),IBERLAB & IMUNOREAGE (503406694)",2021,7,6,1,"503122165","PT16F","PT16","33","Equipamento médico, medicamentos e produtos para cuidados pessoais","Group 02: Medical Equipment",16,6.39591247139338,11.1118530946468,-0.39637649138308,0.157114322921161,0.00927230987399796,0,0,599.39
"Standard Procedure Notice",20767.98,"-","-","-",2021-12-03,2021-09-21,73,1,"-",702.5,702.5,0,"-",0,99,"Concurso público","33140000-3, Material médico de consumo","BASTOS VIEGAS, SA (500042772),EUROCASMEDICA - PRODUTOS HOSPITALARES,SA (503322105),BACELAR & IRMÃO, LDA. (500532818),FEIRA MÉDICA LDA (503731900),OVERPHARMA (505792362),ANASTÁCIO SALDANHA, UNIPESSOAL, LDA. (505804441),SPECULUM S A (502996323),Filsat - Equip. Médico-Científicos (506708616),INTERSURGICAL (503480045),EPJMédica, Art.Médicos Hospitalares (506820513),TEK4LIFE MED, LDA (516110616),B BRAUN MEDICAL, LDA (501506543),BATIST MEDICAL PORTUGAL, UNIPESSOAL, LDA. (508592909),EZEQUIEL PANAO JORGE, LDA (501412727),PAUL HARTMANN, LDA. (502271728),AVIQUIMICA-IMPORTACAO MANUFACTURAS, LDA (500039720),Medirm, Fabrico e Comércio de Dispositivos Médicos Lda (507162773)",2021,9,21,1,"503135593","PT11","PT11","33","Equipamento médico, medicamentos e produtos para cuidados pessoais","Group 02: Medical Equipment",31,6.5546454012079,9.94121580637201,-0.39637649138308,0.157114322921161,0.0326274872226984,0,0,702.5
"Standard Procedure Notice",47465.05,"-","NÃO FOI NECESSARIO ADEQUIRIR OS LOTES DESTE FORNECEDOR","-",2023-12-29,2023-03-01,303,1,"-",710,710,0,"-",0,365,"Concurso público","Não definido.","OFTALDATA - PRODUTOS PARA OFTALMOLOGIA, LDA (504887459),Medtronic Portugal, Lda. (504223933),ENDOTECNICA MATERIAL CIRURGICO , LDA (503818348),Eurocasmédica-Prod. Hospitalares SA (503322105),GLSMED Trade S.A. (513515119),MEDLINE INTERNATIONAL PORTUGAL , UNIPESSOAL, LDA (510533515),OR SOLUTIONS, SOCIEDADE UNIPESSOAL, LDA (513498664),MUNDINTER - INTER. MUNDIAL COMERCIO S.A. (500199906),Intersurgical, Lda (503480045),TELEFLEX MEDICAL, S.A. (980249783),Virtugal, Lda. (510113923),Vygon (Portugal)-Produtos Médic Farmaceuticos,Lda (503232785),BACELAR E IRMÃO, LDA (500532818),Olympus (980474710),JOHNSON & JOHNSON, LDA (500153370),Batist Medical, Lda (508592909),EZEQUIEL PANAO JORGE (501412727),LELEMAN (B46193827),Expomédica, Sociedade Exportadora e Importadora de Material Médico, Lda. (501886621),FACTOR PLUS, LDA (502810645),AVIQUIMICA- IMPORTAÇÃO E MANUFACTURAS, LDA (500039720),H.R Hospitalar Lda (501895558),Pulmocor - Equipamento Médico, S.A. (501402578),Paul Hartmann, Lda (502271728),Speculum Artigos Medicos, Lda (502996323),EPJMédica, Art.Médicos Hospitalares (506820513),PMH - Produtos Médicos-Hospitalares, S.A. (502376899),Ecodanusa, lda (510625932),DIMOR LUSITANA - COMÉRCIO DE PRODUTOS DE SAÚDE E HIGIENE, LDA. (500730741),Spaceinsp (514126329),ANASTÁCIO SALDANHA, UNIPESSOAL, LDA (505804441),B. Braun Medical Lda (501506543),Molnlycke, Lda. (511101066)",2023,3,1,1,"509186998","PT170","PT17","Nã",NA,"Group Not Specified",61,6.56526497003536,10.7677699976345,1.60362350861692,2.57160835738884,0.00961043650605675,0,0,710
"Standard Procedure Notice",31121.5,"-","-","-",2022-06-27,2021-08-11,320,0,"-",720,720,0,"-",0,243,"Concurso público","33000000-0, Equipamento médico, medicamentos e produtos para cuidados pessoais","EXUMAS CONSULTING GROUP, LDA (510396429),MUC (502379308),LINEAMÉDICA- DISPOSITIVOS MÉDICOS-CIRÚRGICOS,SA (505148676),EUROCASMEDICA - PRODUTOS HOSPITALARES, SA (503322105),USV MED, Lda (516125885),TILIAFARM - COMERCIALIZAÇÃO DE PRODUTOS FARMACÊUTICOS, LDA (508891140),Ezequiel Panão Jorge (501412727),H.R. - HOSPITALAR, LDA (501895558),CATARINA & PEDRO, LDA. (516029258),FSA Digital Med, Lda. (510908497),Overpharma, Produtos Médicos e Farmacêuticos, Lda. (505792362),VIRTUGAL, LDA. (510113923),Pharmis Biofarmacêutica, Lda. (502595442),Magicpharma, Lda. (508548233),BARNA IMPORT MEDICA PORTUGAL, UNIPESSOAL, LDA. (513468994),OASIPOR - MEDICALWEAR, SA (502260750),CTT - Correios de Portugal, S.A. (500077568),Medirm, Fabrico e Comércio de Dispositivos Médicos Lda (507162773),Desafios em Sintonia Unipessoal, Lda (513589910),MEDLINE INTERNATIONAL PORTUGAL UNIPESSOAL, LDA (510533515),VWR International - Material de Laboratório,Lda. (503842770),DRAGER PORTUGAL, LDA. (508771323),SOTERIA, LDA. (516070274),PLANETAVERTICAL LDA (514929170),Paul Hartmann, Lda. (502271728),Batist Medical Portugal Unipessoal, Lda. (508592909),Z-Med (508531535),Enerre Pharma, Lda (514818484),ANASTACIO SALDANHA, UNIPESSOAL (505804441),Esteriplas (502020776),Gfph - Pharma (513635688),MOLNLYCKE HEALTH CARE-COM.P.HOSPITALARES, LDA (511101066),DIVISIONCARE HEALTH SERVICES UNIP. LDA (510616593)",2021,8,11,1,"506361659","PT16J","PT16","33","Equipamento médico, medicamentos e produtos para cuidados pessoais","Group 02: Medical Equipment",61,6.5792512120101,10.3456863092559,-0.39637649138308,0.157114322921161,0.0222502413730853,0,0,720
"Standard Procedure Notice",25414.39,"-","Quantidades necessárias inferior á inicialmente prevista.","-",2019-12-31,2019-01-17,348,1,"-",720,420,-0.416666666666667,"-",0,348,"Concurso público","33141121-4, Suturas cirúrgicas","-",2019,1,17,0,"508094461","PT184","PT18","33","Equipamento médico, medicamentos e produtos para cuidados pessoais","Group 02: Medical Equipment",1,6.04025471127741,10.1431101750318,-2.39637649138308,5.74262028845348,0.0181445062307691,0,0,420
"Standard Procedure Notice",70310,"O prazo para a execução física foi alargado, por forma a prolongar o prazo de validade dos produtos em stock, de acordo com as necessidades dos Laboratórios do INSA, I.P.","-","-",2023-10-31,2023-04-17,197,0,"-",725.6,725.6,0,"-",0,44,"Concurso público","33696500-0, Reagentes de laboratório","ILC Instrumentos de Laboratório e Científicos Lda (500948208),BIOMERIEUX PORTUGAL (501524177),BIO PORTUGAL – QUIMICO FARMACEUTICA (502380543),VWR INTERNATIONAL MATERIAL DE LAB. SOC. UNIP. LDA (503842770),ISÓTOPOS E DERIVADOS (ISODER), S.A (502241594),ARIUM - Sistemas de Diagnóstico, LDA. (502501880),Werfen Portugal Ldª (501086110),Fisher Scientific, Lda. (506429210),LUSOPALEX PRODUTOS DE SAUDE UNIPESSOAL, LDA (503531588)",2023,4,17,1,"501427511","PT170","PT17","33","Equipamento médico, medicamentos e produtos para cuidados pessoais","Group 02: Medical Equipment",13,6.58699889880093,11.16068353782,1.60362350861692,2.57160835738884,0.00841604886300957,0,0,725.6
"Standard Procedure Notice",18139,"-","-","-",2019-09-14,2019-05-15,122,1,"-",735,735,0,"-",0,225,"Concurso público","33140000-3, Material médico de consumo","-",2019,5,15,0,"600000052","PT170","PT17","33","Equipamento médico, medicamentos e produtos para cuidados pessoais","Group 02: Medical Equipment",1,6.59987049921284,9.80587472366913,-2.39637649138308,5.74262028845348,0.0431444728153892,0,0,735
"Standard Procedure Notice",16243.84,"-","DIMINUIÇAO CONSUMOS","-",2023-12-29,2023-01-03,360,1,"-",747.9,152.5,-0.796095734723894,"-",0,365,"Concurso público","33140000-3, Material médico de consumo","PMH - Produtos Médico Hospitalares, S.A. (502376899),Overpharma-Produtos Médicos e Farmacêuticos, Lda (505792362),Clinifar, S.A. (503281115),TEPREL - Equipamentos Médicos, S.A. (502262184),Vygon (Portugal)-Produtos Médic Farmaceuticos,Lda (503232785),Intersurgical, Lda (503480045),B. BRAUN MEDICAL, UNIPESSOAL LDA (501506543),EPJMEDICA (506820513),Ezequiel Panão Jorge, Lda. (501412727),VIRTUGAL, LDA. (510113923),Medtronic Portugal, Lda. (504223933),IBERDATA - EQUIPAMENTOS S.A. (501904921),TELEFLEX (980249783)",2023,1,3,1,"509186998","PT170","PT17","33","Equipamento médico, medicamentos e produtos para cuidados pessoais","Group 02: Medical Equipment",23,5.02716459604747,9.69553059887033,1.60362350861692,2.57160835738884,0.00710120366339627,0,0,152.5
"Standard Procedure Notice",20500,"-","-","-",2022-12-12,2022-07-11,154,1,"-",750,750,0,"-",0,215,"Concurso público","33190000-8, Dispositivos e produtos médicos variados","Ortoduque - Indústria de Próteses e Ortóteses, Lda (504022199),AMÉRICO QUINTINO & FILHOS - PRODUTOS ORTOPÉDICOS, LDA. (508988390),SIORTO-SOCIEDADE INDUSTRIAL DE ORTOPEDIA LIMITADA (500251177),ORTOMEDICINAL - IMPORTAÇÃO, COMÉRCIO E MANUFACTURA DE PRODUTOS ORTOPÉDICOS E SIMILARES, LIMITADA (501394605),QUANTUM (503197840),ERGOMÉTRICA-PRODUTOS DE APOIO, ORTOPÉDICOS E DE ELEVAÇÃO, LDA. (502111216),Gameiros, Material Clínico, Lda. (503326305),Ortopedia Moderna, Lda. (500481300),QUÍMERA DOS SORRISOS - ORTOPEDIA E GERIATRIA, LDA. (510576524),TEMPERSIMETRIA UNIPESSOAL, LDA. (510501737),ORTO-REGO COMERCIO E APLICAÇÃO DE PRDUTOS ORTOPÉDICOS LDA (504820915)",2022,7,11,1,"509186998","PT170","PT17","33","Equipamento médico, medicamentos e produtos para cuidados pessoais","Group 02: Medical Equipment",22,6.62007320653036,9.92822894442457,0.60362350861692,0.364361340155001,0.0316220574701167,0,0,750
"Standard Procedure Notice",33300,"-","-","-",2021-09-24,2020-09-01,388,0,"-",750,750,0,"-",0,120,"Concurso público","33696300-8, Reagentes químicos","Alfagene, Novas Tecnologias das Ciências da Vida, Lda. (503387398),BioPortugal - Quimico Farmaceutica, Lda (502380543),QUILABAN - QUIMICA LABORATORIAL (500399670),VWR Internacional – Material de Laboratório, Lda. (503842770),Fisher Scientific, Lda (506429210),Normax,Ldª. (500203130),Unicam-Sistemas Analíticos, Lda (502614625),Labor Spirit, Lda (507485149),Frilabo II, Lda (507958861),KNOW-HOW DIAGNOSTICOS (509884296)",2020,9,1,1,"501427511","PT170","PT17","33","Equipamento médico, medicamentos e produtos para cuidados pessoais","Group 02: Medical Equipment",19,6.62007320653036,10.4133427055477,-1.39637649138308,1.94986730568732,0.0239517072179186,0,0,750
"Standard Procedure Notice",95025,"-","Terminou a vigência do contrato","-",2019-12-31,2019-09-06,116,1,"-",750,450,-0.4,"-",0,116,"Concurso público","Não definido.","MEDICINÁLIA CORMÉDICA, LDA. (500684324),BOSTON SCIENTIFIC PORTUGAL LDA (504988964),J.M.Farmacêutica, S.A. (503550558),Abbott Laboratórios, Lda. (500006148),Terumo Europe España S.L. (980472024),Endovascular - Dispositivos Médicos Lda (505537494),CARDIVA PORTUGAL (508570514),MEDTRONIC (504223933)",2019,9,6,0,"511228848","PT300","PT30","Nã",NA,"Group Not Specified",11,6.10924758276437,11.4619058173485,-2.39637649138308,5.74262028845348,0.00454894325280166,0,0,450
"Standard Procedure Notice",2639441.85,"-","Terminou a vigência do contrato","-",2018-12-31,2017-09-13,474,1,"-",750,750,0,"-",0,1095,"Concurso público","33190000-8, Dispositivos e produtos médicos variados","J.M.Farmacêutica, S.A. (503550558),ABBOTT LABORATÓRIOS, LDA. (500006148),Cardiva Portugal, Unipessoal (508570514),WORLD MEDICA SL (B82612599),BIOTRONIK PORTUGAL UNIPESSOAL, LDA. (510726941),CARDINAL HEALTH PORTUGAL 513, UNIP., LDA. (513620834),Medical Value (509776531),Medicinália Cormédica (500684324),INSULARPHARMA COM PROD QUIMICO-FARMACEUT. DA MADEIRA (511135858),ST. JUDE MEDICAL PORTUGAL,LDA. (504180746),Boston Scientific Portugal (504988964),LINEAMEDICA - (505148676),ENDOVASCULAR DISP. MÉDICOS (505537494),MEDIJOPE (503005223),MEDLINE PORTUGAL (510533515),B. Braun Medical (501506543),MEDTRONIC PORTUGAL, LDA. (504223933),BASTOS VIEGAS S A - BESLEASING E FACTORING (500042772),CLINIFAR (503281115)",2017,9,13,0,"511228848","PT300","PT30","33","Equipamento médico, medicamentos e produtos para cuidados pessoais","Group 02: Medical Equipment",27,6.62007320653036,14.7860784111834,-4.39637649138308,19.3281262539858,0.0003484813850306,0,0,750
"Standard Procedure Notice",91872.44,"-","-","-",2023-12-18,2023-10-18,61,1,"-",760,760,0,"-",0,123,"Concurso público","30200000-1, Equipamento e material informático","CTT SOLUÇÕES EMPRESARIAIS, S.A. (516165887),Páginas aos Blocos, Lda. (513960937),Amperel Electrónica Industrial, S.A. (500433615),Digibéria Information Technologies, S.A. (502670355),DataGate - Desenvolvimento de Soluções Informáticas,Lda (504511270),KONICA MINOLTA BUSINESS SOLUTIONS PORTUGAL, UNIPESSOAL, LDA (502120070),Vimaponto, Equipamentos e Serviços de Informática, Lda (503063851),Cyber Tronic - Tecnologia & Multimédia , Lda (515978604)",2023,10,18,0,"509540716","PT170","PT17","30","Máquinas, equipamento e material de escritório e de informática, excepto mobiliário e pacotes de programas (software)","Group 03: Equipment and Materials",18,6.63331843328038,11.4281672567791,1.60362350861692,2.57160835738884,0.00532963421245651,0,0,760
"Notice Correction Statement",46010,"A empresa adjudicatária só conseguiu entregar os produtos de apoio nesta data.","Houve produtos de apoio anulados devido a estado clínico dos utentes se ter alterado/agravado.","-",2023-12-29,2023-03-22,282,0,"-",762,611,-0.198162729658793,"-",0,10,"Concurso público","33190000-8, Dispositivos e produtos médicos variados","ERGOMETRICA PRODUTOS APOIO ORT. E ELEVAÇÃO, LDA. (502111216),SIORTO-SOCIEDADE INDUSTRIAL DE ORTOPEDIA LIMITADA (500251177),MAGUMBO AUXILIARES DE MARCHA, LDA (500954291),AMÉRICO QUINTINO & FILHOS - PRODUTOS ORTOPÉDICOS LDA. (508988390),ORTOPEDIA DOS ANJOS (500783810),ORTOPEDIA MODERNA, LDA (500481300),Gameiros Material Clínico, Lda (503326305)",2023,3,22,1,"509186998","PT170","PT17","33","Equipamento médico, medicamentos e produtos para cuidados pessoais","Group 02: Medical Equipment",11,6.4150969591716,10.7366357773189,1.60362350861692,2.57160835738884,0.0165330109432833,0,0,611
"Standard Procedure Notice",58606.93,"-","-","-",2023-04-07,2022-09-07,212,1,"-",766.15,766.15,0,"-",0,212,"Concurso público","38000000-5, Equipamento laboratorial, óptico e de precisão (exc. óculos)","SARSTEDT - TECNOLOGIA DE LABORATÓRIO, S.A. (503019461),Labinox - Equipamentos e Assistência Técnica, Lda (503067890),Frilabo II, Lda. (507958861),PVL - PRODUTOS PARA LABORATÓRIO, LDA (501411852),ENZIFARMA (503636975),VWR International - Material de Laboratório, Soc. Unipessoal, Lda. (503842770),Type Solution (508400317),Normax (500203130)",2022,9,7,1,"503122165","PT16F","PT16","38","Equipamento laboratorial, óptico e de precisão (exc. óculos)","Group 03: Equipment and Materials",14,6.64137797302419,10.9786252906417,0.60362350861692,0.364361340155001,0.00968650659391742,0,0,766.15
"Standard Procedure Notice",193400,"de acordo com as necessidades do IPOC","fornecimento acima do valor previsto","-",2019-12-02,2019-09-11,82,1,"-",768,1410,0.8359375,"-",0,111,"Concurso público","33696500-0, Reagentes de laboratório","Siemens Healthcare, Lda. (507925173),ROCHE SISTEMAS DIAGNOSTICO,LDA (504282921),ABBOTT LABORATORIOS, LDA. (500006148),MEDITECNO - Médicos e Sist. de Diagnosticos, Lda (505025990),ARIUM (502501880),FARDIOTOP, PRODUTOS E SERVICOS FARMACEUTCOS, LDA (508033128)",2019,9,11,0,"506361438","PT16E","PT16","33","Equipamento médico, medicamentos e produtos para cuidados pessoais","Group 02: Medical Equipment",12,7.25134498337221,12.1725210326188,-2.39637649138308,5.74262028845348,0.00864439458002606,0,0,1410
"Standard Procedure Notice",68066.29,"-","-","-",2023-11-22,2023-06-20,155,0,"-",770,770,0,"-",0,141,"Concurso público","33696500-0, Reagentes de laboratório","VWR International - Material de Laboratório,Lda. (503842770),Laborspirit Lda (507485149),ENZIFARMA, S.A. (503636975),Bio-Rad Laboratories, Lda. (501301321),Master-inVitro-Com.Productos Médicos Lda (515007897),BioPortugal - Quimico Farmaceutica, Lda (502380543),ALFAGENE NOVAS TECNOLOGIAS CIENCIAS VIDA, LDA (503387398),WERFEN PORTUGAL, LDA. (501086110),LEICA MICROSSISTEMAS,LDA. (500301921),Specanalítica - Equipamentos Científicos, Lda. (507350871),Frilabo II, Lda. (507958861)",2023,6,20,0,"501427511","PT170","PT17","33","Equipamento médico, medicamentos e produtos para cuidados pessoais","Group 02: Medical Equipment",20,6.64639051484773,11.1282520536912,1.60362350861692,2.57160835738884,0.00908432958870155,0,0,770
"Standard Procedure Notice",27973.05,"31-12-2023","AUMENTO DO CONSUMO","-",2023-12-31,2023-01-02,363,1,"-",773.4,92808,119,"-",0,366,"Concurso público","33600000-6, Produtos farmacêuticos","FERRAZ LYNCE SA (500113270),B. BRAUN MEDICAL, UNIPESSOAL LDA (501506543),MYLAN, LDA. (502248793),BAXTER MEDICO - FARMACEUTICO, LDA (503347345),OVERPHARMA - PROD. MÉDICOS E FARMACÊUTICOS, LDA. (505792362),LABESFAL-LAB. ALMIRO, SA. (501169580),SPCARE - ESPECIALIDADES FARMACEUTICAS. LDA (508284872)",2023,1,2,1,"509186998","PT170","PT17","33","Equipamento médico, medicamentos e produtos para cuidados pessoais","Group 02: Medical Equipment",12,11.4382881219552,10.2390325737116,1.60362350861692,2.57160835738884,0.945070315408411,1,0,92808
"Urgent Tender Notice",19616.1,"-","-","-",2021-12-03,2021-10-21,43,1,"-",778.8,778.8,0,"-",0,91,"Concurso público","33131000-7, Material odontológico","MACHADO, MALCHER, LDA (500174245),Raclac, S.A. (507992822),B. Braun (501506543),LINEAMEDICA-DISPOSITIVOS MEDICOS-CIRUGICOS, SA (505148676),BASTOS VIEGAS, SA (500042772),ARLINDO M. A. CARVALHO, UNIP. LDA. (509446540),Montellano, Lda. (500196494),QUILABAN-QUIM LAB ANALITICA, S.A. (500399670),VIRTUGAL (510113923)",2021,10,21,1,"503135593","PT11","PT11","33","Equipamento médico, medicamentos e produtos para cuidados pessoais","Group 02: Medical Equipment",17,6.65775427349804,9.8841569138358,-0.39637649138308,0.157114322921161,0.047600201493382,0,0,778.8
"Standard Procedure Notice",202175,"-","-","-",2022-08-04,2022-07-25,10,1,"-",783,783,0,"-",0,184,"Concurso público","33140000-3, Material médico de consumo","BASTOS VIEGAS, SA (500042772),Gestinvento - Energias e Representações de Equipamentos, Unip., Lda (505223732),VIRTUGAL, LDA. (510113923),EZEQUIEL PANAO JORGE, LDA (501412727),VISIPAPEL - PAPEL E CARTÃO, LDA (502020733),TeK4life Med Lda (516110616),MUC, Lda (502379308),ANASTACIO SALDANHA, S.A. (505804441),ESTERIPLAS (502020776),J. M. Silva, Lda. (503667544),F.S.A Digital Med Lda (510908497),A. J. OLIVEIRA, LDA (502293748)",2022,7,25,1,"503135593","PT11","PT11","33","Equipamento médico, medicamentos e produtos para cuidados pessoais","Group 02: Medical Equipment",22,6.6631326959908,12.2168938841618,0.60362350861692,0.364361340155001,0.0037935625816265,0,0,783
"Standard Procedure Notice",73196.3,"-","ajustamos as quantidades as caixas que forneciam","-",2019-04-03,2019-03-26,8,1,"-",790,758.4,-0.04,"-",0,280,"Concurso público","33141110-4, Pensos","QUEENLABS-ESPEC.FARMACEUTICAS, Lda (503984485),Clinifar - Produtos Clinicos e Farmaceuticos, S.A. (503281115),B.BRAUN MEDICAL, LDA (501506543),Quilaban - Química Laboratorial Analítica, SA. (500399670),Anastácio Saldanha Unipessoal, Lda. (505804441),Medicinália Cormédica – Comercialização de Produtos Médico Hospitalares, Lda. (500684324),Cardinal Health Portugal,Lda (513620834),PAUL HARTMANN LDA (502271728),molnlycke (511101066),Kvtech Portugal - Produtos Médicos, Unipessoal Lda (508671531),BARNA IMPORT MEDICA PORTUGAL, UNIPESSOAL LDA (513468994),Overpharma, Produtos Médicos e Farmacêuticos, Lda (505792362),SMITH & NEPHEW,LDA. (503552461)",2019,3,26,0,"503148768","PT18","PT18","33","Equipamento médico, medicamentos e produtos para cuidados pessoais","Group 02: Medical Equipment",25,6.63121095094081,11.2009138140232,-2.39637649138308,5.74262028845348,0.011597046190019,0,0,758.4
